Time,C00008,C01251,C02612,C04272,C14463,C06006,C06010,C00671,C00149,C04002,C16254,C04691,C02226,C00322,C00109,C00026,C00631,C01179,C05381,C00944,C02637,C04181,C00141,C00197,C00236,C03232,C00334,C01061,C01036,C01269,C00033,C00164,C00024,C05535,C00984,C00446,C00267,C00668,C00014,C00020,C00002,C05378,C05345,C00169,C00251,C00417,C00158,C00011,C00010,C06032,C00279,C00124,C00103,C00118,C00013,C15973,C15972,C00122,C00035,C00111,C00044,C00080,C00001,C11482,C00544,C05662,C00027,C00530,C00104,C00311,C00081,C00956,C04076,C05560,C00041,C00062,C00049,C00327,C00025,C00407,C00047,C00077,C00065,C00082,C00183,C03406,C00449,C00003,C00004,C00006,C00005,C01005,C00009,C00036,C05379,C00139,C00007,C00074,C00404,C00022,C15602,C00138,C00493,C03175,C00042,C00232,C00091,C00068,C00052,C00029,C00086,C00075,C15603,C06007,C01352,C00016,APS,Cbl,GRF2,INS,CIP4_2,Exo70,TC10,
100.0,0.0038110754954229853,7.171252021923801E-4,1.0E-7,1.0E-7,0.008202577778247438,9.216816065688973E-4,0.0028824359560470935,1.0678040326762988E-4,1.8682801288180288E-4,0.028706468708772807,2.5031989410782492E-5,1.0E-7,0.0012673538613626916,6.435612071440411E-5,0.0017031122475804124,1.0E-7,0.00520357426570441,0.0019840239223083995,0.002,3.2558249460989446E-7,0.0010160721163038442,0.002464212066144835,1.7298745515899874E-5,1.0E-7,1.0E-7,0.002003512286776732,1.0E-7,3.288925484041352E-4,7.189120283888886E-4,1.919079296791598E-5,0.002,0.007738912821792381,6.111391232928151E-4,0.0020945608207485053,0.003650058856023912,1.3485004057760759E-5,0.002823504215257663,0.009518619361193678,0.0020049874290708294,6.576685046579128E-4,4.5063778762707417E-4,3.484783217439378E-4,0.0014795151093941917,2.965669402295978E-4,0.001993801625706867,9.183620399565594E-4,1.0E-7,0.018613506881824976,7.554601925964478E-4,6.559953429400777E-4,9.990825499179646E-4,1.0E-7,0.011985599118630405,1.0E-7,0.038902698952368905,1.8439462828698334E-4,0.0023242647466312485,0.001930716640837744,6.8E-4,0.011341967960050398,0.0049,0.004589175519364125,0.019473052415329643,9.05478399137018E-4,0.010975979697395175,0.014272153019719949,0.0020025588217122566,0.001,2.4E-5,0.00218053421044721,2.1E-4,0.001918353216864005,0.0010002003738090643,9.868844428532239E-4,0.007812353644257713,1.0E-7,0.008397901931679256,0.001271642725066601,1.0E-7,0.0019253483201581477,4.491831494937891E-4,3.4378079101247787E-4,0.0018922675859471098,5.794476089618558E-5,0.0036369987819590537,1.0E-7,9.998631734464579E-4,8.788787914528502E-7,7.040787599558624E-4,2.4165293576574166E-7,2.4059839133801583E-4,1.0E-7,0.005609132641160241,0.0010259403488708703,1.0E-7,0.001999815477214061,0.007519699390725336,0.0016517186746053752,0.001,0.003922936476439718,0.0019015821562825632,0.0020001845127459875,2.9977918594239036E-5,8.024216601208258E-4,4.771023521096154E-4,0.0010551187815720851,6.99505361648504E-4,3.8E-4,0.014336732274174806,0.024048177134699374,0.0033162617523241266,0.26238190594838795,0.0020960903369123575,1.0E-7,9.949282144668969E-4,0.0020050691390623753,0.001,0.002,1.0E-7,1.0E-7,0.0016609830601348214,0.0016672567314826615,0.001,
110.0,0.0036886156516079778,1.0E-7,2.034775896948542E-6,1.0E-7,0.004417065270951952,1.0E-7,1.0E-7,1.0757172506689229E-4,0.0031034779098497735,0.011566728370629718,1.0E-7,1.0E-7,0.001104040748098215,6.448151008073342E-5,0.001636306177281374,2.3486937249498417E-6,1.0E-7,3.029196618741627E-4,0.002,4.817748282512716E-8,0.0010145640703562008,1.0E-7,1.8350049071615294E-5,1.0E-7,1.0E-7,0.0020034431304783366,3.31813541271774E-4,0.012395046019849101,4.943124210076854E-4,1.0E-7,0.002,0.007925183110524233,6.10549948965456E-4,0.002103335966499985,1.0E-7,0.0016507509581506084,0.0029836904455164863,1.0E-7,0.0020109542921602605,6.666586907309869E-4,3.4289566409470334E-4,1.0E-7,0.0013122717479697307,3.026444968414803E-4,0.001993683275928992,4.973610564477527E-4,6.898334849090672E-5,8.6555183501974E-4,8.849270707818659E-4,8.053804772635199E-4,9.987614293286947E-4,1.0E-7,1.0E-7,0.008110433867526405,0.03295845786941194,5.648050290580443E-5,0.0023239722878682953,0.0020094675958708835,6.8E-4,1.0E-7,0.0049,0.004589266037951386,1.0E-7,8.967058187861036E-4,1.0E-7,8.398237008341925E-4,0.00200251005764718,0.001,2.4E-5,1.0E-7,2.1E-4,0.0019150274997136265,0.0010002235981915802,9.814891406791872E-4,0.00831571260636041,6.049865891658827E-5,0.008397755464065028,0.0012667558861289888,1.0E-7,0.001929261616930469,4.5273281444354046E-4,3.3684789719481446E-4,0.0018802231350361388,6.0857509196791404E-5,0.0036413434006424827,1.0E-7,9.99863173447022E-4,1.1146273104971824E-6,7.038784905049461E-4,3.2489875716786255E-7,2.4051514785653285E-4,1.6934463783564227E-5,0.005600049813134369,0.0010260834959850123,1.0E-7,0.0019998154743257153,3.716161088319936E-4,0.0014092145529065105,0.001,0.002186052824263502,0.0018929308656486466,0.0020001845156343333,3.0182305783143357E-5,7.909213846196103E-4,4.690698699557435E-4,0.0011691663105839573,6.602156398319139E-4,3.8E-4,1.0E-7,1.0E-7,0.0033050925068124196,0.3061518779010139,0.0021045483027012034,1.0E-7,9.943873286724233E-4,0.0020056097304876432,0.001,0.002,1.0E-7,1.0E-7,0.001633290208255937,0.0016400255905408673,0.001,
120.0,0.0037597058706983757,8.208245035505413E-5,1.0E-7,1.0E-7,0.003976309988823608,4.325015076289001E-4,4.1886643899050405E-4,1.0861434714458307E-4,1.0E-7,0.01836525011808648,3.659287700028026E-5,1.0E-7,0.0011855776807434115,6.449125626683114E-5,0.0016005820716599192,3.7209610721108193E-6,9.810001409214553E-5,2.747292787524045E-4,0.002,5.663858205841897E-7,0.0010202167207605639,3.094015482971502E-5,1.9485083107327796E-5,8.815403748966626E-4,2.7472993541162865E-6,0.002004356501073731,2.5677844715651596E-4,0.0013379422924511969,1.0E-7,1.1362195819292619E-5,0.002,0.0077660629182340615,6.105852921585454E-4,0.0021119735996741992,9.672054808292594E-5,0.001650171968311229,0.0029814924945374805,3.6117268693727544E-4,0.00201091004324848,6.75464866593671E-4,3.098527624219733E-4,1.2363582224140307E-5,0.00477662321008092,3.0833855117028944E-4,0.0021061887615562366,2.867049174708701E-4,1.0E-7,0.00135645031038443,6.313047096002315E-4,7.248346388254262E-4,9.98761651923218E-4,0.0037689219233170376,0.01859732027969592,1.0E-7,0.003676909638650701,2.2739270285436543E-4,0.002323712557393562,0.0019100173523160702,6.8E-4,4.706432889646123E-4,0.0049,0.004589861753737928,0.002172595575972804,8.880707196554716E-4,1.246930596656568E-4,0.0018916767149237148,0.0020025006403863368,0.001,2.4E-5,9.876300663056E-5,2.1E-4,0.0019094539707097612,0.0010002469129693512,9.784710905880534E-4,0.008286066565000772,8.661647896428711E-5,0.008397623617301477,0.0012621575240563552,1.0E-7,0.001933148373229776,4.562825036052399E-4,3.769694141487737E-4,0.0018742007797666073,6.373091167325908E-5,0.0036456379766934915,1.0E-7,9.998631491650626E-4,4.301714924606241E-7,7.039166395693985E-4,3.9539327464873985E-7,2.4044639592807964E-4,2.780103295658491E-5,0.005720729632533392,0.0010260685663967216,1.0E-7,0.001999815474732189,1.0E-7,0.0021735831554171776,0.001,0.0020750475755611083,0.001884453669676491,0.0020001845152278594,3.039740633089771E-5,7.73533374661877E-4,4.6120011240542155E-4,0.0011236187842643078,7.174308644044271E-4,3.8E-4,1.0E-7,0.03191914639492637,0.0033396789637034517,0.18074468510033723,0.002112837432766285,1.0E-7,9.938255680247163E-4,0.0020061711735071563,0.001,0.002,1.0E-7,1.0E-7,0.0016065038308727413,0.0016136785166015349,0.001,
130.0,0.0037110855407561133,1.0E-7,1.0E-7,1.0E-7,0.00790365018305223,1.0E-7,1.0E-7,1.0965996597932913E-4,3.7332389679168974E-4,0.017947929238290958,1.0E-7,1.0E-7,0.0012330457583019862,6.450003970165792E-5,0.0015673723630821015,4.803484340268668E-6,0.006738134347543787,2.763695680027166E-4,0.002,1.0E-7,0.0010209838108569784,1.0E-7,2.065548030902783E-5,1.0E-7,1.0E-7,0.002004287289288375,2.883309768123498E-4,1.0E-7,1.0E-7,1.0E-7,0.002,0.0076179470284616045,6.1054415226535E-4,0.0021204971504959784,0.008581703294763461,1.0E-7,0.003012688038657349,0.016697788487357004,0.002010865539538902,6.841425158080376E-4,7.392339762818903E-4,1.0E-7,0.008522942967980309,3.0615327841760167E-4,0.0021059838679102424,0.0011965330317743037,1.0E-7,0.0017783294203517356,7.945251224098298E-4,6.791371554060338E-4,9.987147160596523E-4,1.0E-7,0.004992851045011808,0.00633420222878331,0.014886930496617632,6.525388670196956E-5,0.0023234167431886157,0.0023802008282971148,6.8E-4,1.0E-7,0.0049,0.004589419064423768,0.01605907553171341,8.795496764727724E-4,2.221707828905216E-4,0.00439660474727769,0.0020024561979942552,0.001,2.4E-5,0.002185557472223891,2.1E-4,0.0018967944286054795,0.001000270313451039,9.825751292665572E-4,0.008296563679808725,1.0E-7,0.008397310210549432,0.0012635021795961599,7.768075665968563E-7,0.0019370326389375988,4.598322376258563E-4,3.632001963259284E-4,0.0019334172436635763,6.663933850112991E-5,0.0036498964522718976,1.0E-7,9.99863079467356E-4,7.64950866382237E-7,7.036076659112295E-4,3.0121742025494083E-7,2.4048909765589507E-4,1.0E-7,0.005719565885121732,0.001025978068276843,1.0E-7,0.0019997137682545517,1.0353303355268515E-4,0.0017525243392274407,0.001,0.0018895840336504866,0.0018762654649744678,0.002000286211360598,3.0471030963886088E-5,7.599152585561475E-4,4.5365835256531127E-4,0.0011007964521251561,6.707220930982032E-4,3.8E-4,0.005899198521176996,0.03365593727577612,0.003327950720038918,0.05187030267957681,0.002120846370023687,1.0E-7,9.93280823963885E-4,0.0020067156174759823,0.001,0.002,1.0E-7,1.0E-7,0.0015805800236855672,0.0015881730363216254,0.001,
140.0,0.0038914199841527178,4.665836290451356E-4,1.2654190078597628E-6,1.0E-7,0.007114197931748041,7.401365933121596E-4,3.101186044909956E-4,1.105556110983283E-4,0.002880148296454261,0.03524646212518631,4.315215086136918E-5,1.0E-7,0.0011136177567582198,6.45340816117691E-5,0.00153789235999484,5.5953552294285664E-6,1.0E-7,2.7320118896956096E-4,0.002,1.7395484178620299E-6,0.0010367284216880007,0.012011966043182607,2.1822522855847165E-5,1.0E-7,1.0E-7,0.0020041876131132092,3.195472392648558E-4,1.8356653071750724E-4,9.300667047795356E-4,1.3622174016592383E-5,0.002,0.01047754384599481,6.104062011101954E-4,0.0021289709106291476,1.0E-7,2.937969424743066E-4,0.0031253508611197743,1.0E-7,0.0020109000890050003,6.929528291645604E-4,2.042120389843052E-4,6.571859295255444E-5,0.007602668515331615,3.072553597361418E-4,0.0022410010767276146,5.742931340044494E-4,6.433673232639884E-5,0.002144532095172531,5.304529387554055E-4,7.900549625572442E-4,9.98433867364233E-4,1.0E-7,1.0E-7,1.0E-7,0.027985536759849685,2.277904502975069E-4,0.002323144516461432,0.00889595417727659,6.8E-4,0.002604843718101178,0.0049,0.004589259973335715,0.002491324112009692,8.710784644664438E-4,0.029514087146614756,0.00906119006600722,0.002002424379675334,0.001,2.4E-5,1.0E-7,2.1E-4,0.0018956701752491903,0.0010002938102404155,9.752850540372392E-4,0.008317689836505826,6.111594449183397E-5,0.008397223547646894,0.0012625696104322586,1.0E-7,0.0019408828469851913,4.63381921629035E-4,3.89970547560352E-4,0.0019207017284561274,6.953514154456579E-5,0.0036541223550573287,1.0E-7,9.99863060339462E-4,9.413519850987249E-7,7.034754369387761E-4,4.1470991549401094E-7,2.4037561149668578E-4,1.7596387939865188E-5,0.005862215121351589,0.0010260730031998648,1.0E-7,0.0019997137650391984,0.01321141921068842,0.001470801084795149,0.001,0.0017508428667215525,0.00186964032518879,0.002000286214575951,3.0715955758834245E-5,7.485134130384382E-4,4.47675059981374E-4,0.0010944054327399538,7.233377235405662E-4,3.8E-4,1.0E-7,1.0E-7,0.0033530375989286316,0.22776831021823427,0.0021273295882584344,1.0E-7,9.926793771765803E-4,0.0020073166999513424,0.001,0.002,1.0E-7,1.0E-7,0.001555477677931907,0.0015634693592547092,0.001,
150.0,0.0038850797405415786,1.0E-7,1.0E-7,1.0E-7,0.005611091571861735,1.0E-7,0.018967847477352282,1.1163390351196199E-4,1.0E-7,0.0076888475766227725,1.909909481579347E-6,1.0E-7,0.0011656019870473079,6.462037542037025E-5,0.001510973738890653,5.722206877752427E-6,9.846642422065202E-5,5.3749855334788744E-6,0.002,1.0E-7,0.001037458703680464,0.0054511310228025755,2.3025637035760782E-5,8.852171559095879E-4,1.5192120027017786E-6,0.002004951710859529,3.243083349340369E-4,0.030590557964573422,0.005397640950251197,1.0E-7,0.002,0.02098938558864075,6.103673606917327E-4,0.0021372953954354756,9.621409140189424E-5,2.9372457538530124E-4,0.0032193680515994884,9.077771148698143E-4,0.002012521813867601,7.013868207891247E-4,2.433173980628464E-4,1.0E-7,0.015286930711864771,3.0458475749703786E-4,0.0022406873536877188,1.919301518580318E-4,1.0E-7,0.001427742938230667,6.868054118918159E-4,7.400809531532838E-4,9.983975168176655E-4,0.00374866365607577,0.016160063651764426,0.008539408264954525,0.03200362878502258,7.509234562253522E-5,0.002322855822061241,9.602020547547558E-4,6.8E-4,1.0E-7,0.0049,0.004589755600311115,1.0E-7,8.627564534783292E-4,1.0E-7,0.007249874443990582,0.0020024235783738143,0.001,2.4E-5,1.0E-7,2.1E-4,0.0018941779258645033,0.001000317390242176,9.685082247369679E-4,0.008316973117005176,1.2260343912287477E-4,0.008397120366445009,0.0012644704980601163,1.17554679472437E-6,0.0019447604213871695,4.6693158657833356E-4,3.7500512012201306E-4,0.0019076246185529375,7.239992826946829E-5,0.0036583496074394303,1.0E-7,9.998630603523463E-4,3.8883475098380457E-7,7.034877335911988E-4,5.116809692274137E-7,2.402786431755E-4,3.549546092698173E-5,0.005854380925574558,0.0010260716857880818,1.0E-7,0.001999713763241522,0.002173278429815886,0.0022201493855767613,0.001,0.0020607531677459172,0.001861474678365744,0.0020002862163736278,3.094346165711702E-5,7.316798430378377E-4,4.4020374015083224E-4,0.0011598873292954128,6.801682593023218E-4,3.8E-4,1.0E-7,0.024742653569963607,0.003340466601339011,0.04437155659352116,0.0021353196027903824,1.0E-7,9.920803403464077E-4,0.002007915375110762,0.001,0.002,1.0E-7,1.0E-7,0.001531158261047395,0.001539530169001536,0.001,
160.0,0.003861886370396149,7.230874938188101E-4,1.0E-7,1.0E-7,0.005050920534426682,5.353294783532369E-4,1.0E-7,1.1271237789084736E-4,1.0E-7,0.01800620886546992,4.117971397703777E-5,1.0E-7,0.0012406089051046293,6.464888966686503E-5,0.0014799156079862697,6.080258545488729E-6,0.008552758864387123,2.455222970793557E-6,0.002,9.995183077778103E-8,0.0010384467718923224,1.0E-7,2.4241306991681134E-5,1.0E-7,1.0E-7,0.0020048340041296624,3.057879571647669E-4,0.023043456198616124,1.0E-7,1.665611072614486E-5,0.002,2.0951481629412072E-5,6.105660420938986E-4,0.002145477785082389,0.017442370927059938,1.0E-7,0.0032995459444009126,0.007975817578850231,0.002012521431908039,7.096955423033283E-4,4.339048049759244E-4,2.6142202749097616E-4,0.009936422169717834,3.0551033459915437E-4,0.0024059366772188067,2.2101688904545023E-4,1.0E-7,0.0018693160846733363,4.837550170811246E-4,6.660712216481643E-4,9.98397748776311E-4,1.0E-7,0.014248584833276684,1.0E-7,0.0373970481705838,2.0360028788770759E-4,0.002322568483868877,0.0010183585885864706,6.8E-4,0.0026815018201384435,0.0049,0.004589342068697518,0.005026243205974202,8.545765084564277E-4,9.599890539007914E-5,0.011820727789091323,0.0020029838705044834,0.001,2.4E-5,1.7684153022593638E-4,2.1E-4,0.0018895805399715916,0.0010003410490742424,9.649608904513331E-4,0.008334401288431922,2.882314153154643E-5,0.008396936086576556,0.0012635827840119108,1.0E-7,0.0019486008207492797,4.7048127106773436E-4,3.9934769721758703E-4,0.0019232392070577251,7.470362167326878E-5,0.0036625573582518456,1.0E-7,9.99863040556114E-4,6.952910094122237E-7,7.03229619679014E-4,5.798846357510696E-7,2.4021345904787062E-4,2.4923285516136726E-5,0.006042446974849094,0.0010260388801691554,1.0E-7,0.00199971375979939,1.0E-7,0.002831859132398603,0.001,0.002059982549053467,0.001853497849315305,0.0020002862198157598,3.1103209200029014E-5,7.108221568273265E-4,4.328966369833575E-4,0.0011782143217736966,7.203391176867867E-4,3.8E-4,0.015389595537340072,0.030734825114454828,0.003363344554714683,0.0049130665761144806,0.0021431258805409393,1.0E-7,9.914894433902851E-4,0.002008505919557465,0.001,0.002,1.0E-7,1.0E-7,0.001507585617683411,0.0015163204335937716,0.001,
170.0,0.0037812289077313213,1.0E-7,1.0E-7,1.0E-7,0.00989906758207649,1.0E-7,3.70688538900349E-4,1.1377138806696085E-4,4.605179361196367E-4,0.0011626196777408105,8.552926569625268E-6,1.0E-7,0.001245236446255858,6.473216235036016E-5,0.0014494342536546883,6.109305798278931E-6,1.0E-7,4.249315305002716E-6,0.002,6.223217308351819E-7,0.0010441365943382028,0.007591181575748891,2.5452273517602227E-5,1.0E-7,1.0E-7,0.0020047648747723227,2.9438295832897254E-4,1.0E-7,1.0E-7,1.0E-7,0.002,2.124074473740026E-5,6.104712036830221E-4,0.0021535481984021514,1.0E-7,0.002192131275672114,0.0033882107152720703,1.0E-7,0.0020125207758844165,7.179731814830254E-4,3.4105603127466684E-4,1.0E-7,0.008808225829642333,3.037785486353201E-4,0.0024054829027391126,0.0018286718030198718,6.395497015964409E-5,0.0022755504928108337,5.939285327226935E-4,6.620480816927451E-4,9.98255882405179E-4,1.0E-7,1.0E-7,0.015493284552955155,0.009152196836660038,1.0293466117336526E-4,0.0023222801042924205,0.0017657850917705774,6.8E-4,1.0E-7,0.0049,0.004589047083638542,0.014689731088490546,8.465085379637951E-4,1.9357451079478962E-4,0.009628285747105031,0.00200298326313697,0.001,2.4E-5,0.0027064321178220693,2.1E-4,0.0018840180731047624,0.0010003647895331339,9.62489439178519E-4,0.008329724054388045,1.0E-7,0.00839679134098545,0.0012647272100801373,1.6579193632401464E-6,0.0019524847587275406,4.7403103813841124E-4,3.8506348364019955E-4,0.0019681620268042267,7.756821446430398E-5,0.003666773732771439,1.0E-7,9.99862937601215E-4,9.659668412194809E-7,7.029966381208406E-4,3.318494149731139E-7,2.402936275558697E-4,1.0E-7,0.006042576107704672,0.0010259671367483683,1.0E-7,0.0019994862291305613,1.0402145059115071E-4,0.002386864150663919,0.001,0.0020148996639480147,0.0018458525494320249,0.0020005136987099183,3.127742081595736E-5,6.936937534181549E-4,4.259426730720351E-4,0.0011670425753509347,6.91251497704979E-4,3.8E-4,1.0E-7,1.0E-7,0.0033507607862826878,0.0049130617545698725,0.002150609724257994,1.0E-7,9.909229870304697E-4,0.002009072051956537,0.001,0.002,1.0E-7,1.0E-7,0.0014847257889085566,0.0014938072330737148,0.001,
180.0,0.0038335811619740943,9.626369558574209E-4,1.1099022216897983E-6,1.0E-7,0.008910051664995804,9.193097896501112E-4,0.01681893612862121,1.1467638827509479E-4,0.001643708360196828,0.034748805166412836,3.398822111962628E-5,1.0E-7,0.0011377891724174602,6.482524614773436E-5,0.0014204451954340361,6.5631998580624494E-6,1.0160623925180114E-4,8.627042892107987E-6,0.002,1.0E-7,0.001043591272906876,0.004577617992839267,2.6644993046394696E-5,9.168374636620355E-4,2.8444756502350944E-6,0.002005511049897952,3.373270354796594E-4,2.7560927951050024E-6,4.06387767246422E-4,1.711099844153017E-5,0.002,6.135194084846496E-5,6.104305392212691E-4,0.0021615173871445295,9.694028605229126E-5,0.002191318756347002,0.0033528940158471018,0.0011411806376081107,0.0020126034192940686,7.26110419802321E-4,3.479974843724622E-4,1.1870881375755807E-4,0.009791219061520681,3.053372736622494E-4,0.002575139355802856,4.008486314265171E-4,1.0E-7,0.002320138085777536,4.8408790314502764E-4,7.629750492038133E-4,9.979061117124004E-4,0.00377771144209165,0.007284531941533605,1.0E-7,0.009515913566981242,1.801442685672056E-4,0.0023220082715448924,0.0036364379330628633,6.8E-4,0.004724452550301323,0.0049,0.004589849937990733,0.013811332449774776,8.385417723137639E-4,0.02581607749009507,0.006636767628227074,0.0020030608792018967,0.001,2.4E-5,1.0E-7,2.1E-4,0.0018783774724680639,0.0010003886295732475,9.6019632292661E-4,0.008375873633366488,6.165363646293243E-5,0.008396643518246686,0.0012634047956600464,1.0E-7,0.0019563153081747077,4.7758083648122675E-4,5.861353312958022E-4,0.0019542924932810708,8.035458387701194E-5,0.003670963323102211,1.0E-7,9.998628037504508E-4,2.846230828414373E-7,7.029381833386127E-4,4.654545785176803E-7,2.4016004788374976E-4,1.8730128452394438E-5,0.0062901069339092505,0.0010258980331747567,1.0E-7,0.0019994862276672158,0.018457531591299207,0.003023756787741365,0.001,0.0024238269400666023,0.0018387723316200563,0.0020005137001732638,3.1446011344839175E-5,6.725724026619171E-4,4.195591781097033E-4,0.0013015336763102963,7.141394552931307E-4,3.8E-4,1.0E-7,3.659459592228109E-4,0.003544000510928859,0.004555516432762774,0.002157542406461797,1.0E-7,9.90341077463707E-4,0.0020096536194455605,0.001,0.002,1.0E-7,1.0E-7,0.0014625468476825298,0.0014719596024759416,0.001,
190.0,0.003767309371506827,1.0E-7,1.0E-7,1.0E-7,6.341301098588281E-4,1.0E-7,1.0E-7,1.156435348766566E-4,0.0020545848605714777,0.009553219403230529,1.4556770707525097E-5,1.0E-7,0.001056371393705924,6.484530386326286E-5,0.001386018255859416,6.199549779428973E-6,0.012308374214493394,5.823084074065527E-4,0.002,1.541275700110711E-6,0.0010575511892786807,1.0E-7,2.7835109834460266E-5,1.0E-7,1.0E-7,0.0020054418721492354,2.4831140412944733E-4,0.016908335275440264,0.02857634945489981,1.0E-7,0.002,0.0023738210877131704,6.101391885007148E-4,0.0021693882580423123,0.009335863923194854,0.0019981465851459726,0.0033422823723959854,0.017325581917525538,0.00202703211055105,7.341522110963995E-4,7.976827229883813E-4,1.0E-7,0.01621310581839256,2.702666479354841E-4,0.0025745195656110844,1.0E-7,1.0E-7,0.004973544867150336,5.502831373368227E-4,8.32574339993451E-4,9.974896166661852E-4,1.0E-7,0.00696439038146619,0.019784566379741103,0.009847237544750798,1.2388071142765007E-4,0.002321714245720418,0.001432317149317266,6.8E-4,1.0E-7,0.0049,0.004589765449232263,1.0E-7,8.306733038251905E-4,0.038749363257136696,0.00531040476613249,0.002002966411207184,0.001,2.4E-5,1.0E-7,2.1E-4,0.0018643384083616651,0.001000412542229266,9.663054717797765E-4,0.00832500724661967,1.3054165864964234E-4,0.00839630503584432,0.0012849810262319356,2.817456451635698E-6,0.0019602313086035652,4.8113050142976953E-4,5.448084243472865E-4,0.0019395623742429892,8.331303283521269E-5,0.0036751849278504277,1.0E-7,9.998628037821858E-4,6.050779513078647E-7,7.026705710339542E-4,5.080485418414916E-7,2.4011745512366343E-4,3.8327339232104566E-5,0.006304085244260381,0.0010259464419649054,1.0E-7,0.001999486222281825,0.008494041653242365,1.2940103149375483E-5,0.001,0.0018923267158102658,0.001831366622037118,0.0020005137055586547,3.146020426896958E-5,6.724830079226248E-4,4.12862480115349E-4,0.0011703527467274502,6.97086337504266E-4,3.8E-4,0.003833356045029984,0.024079404236277736,0.003524695761127874,0.0042619640458384025,0.002164794403618629,1.0E-7,9.897820529294026E-4,0.0020102123266189558,0.001,0.002,1.0E-7,1.0E-7,0.0014410187489173577,0.001450748388627774,0.001,
200.0,0.004562821142341168,5.291405501379002E-4,1.0E-7,1.0E-7,5.717101102391599E-4,8.249895503010254E-5,3.110489413983669E-4,1.1668360408013304E-4,1.0E-7,0.004605830498155958,2.8819213034181526E-5,1.0E-7,0.0011406277607701615,6.487676466529467E-5,0.0013598363288437804,6.862690320616424E-6,1.0E-7,0.0012728928893357746,0.002,1.0E-7,0.0010585395252117494,0.0031341611772473413,2.906772006397124E-5,1.0E-7,1.0E-7,0.002005250151076596,3.9594616385154723E-4,0.01886403974812226,1.0E-7,8.099560344976162E-7,0.002,0.0023417068451545573,6.102556274101676E-4,0.0021772319250985303,1.0E-7,1.0E-7,0.003435278019895653,1.0E-7,0.0020268254425315066,7.423634598258578E-4,1.0E-7,1.0E-7,0.009494145129542242,2.570370738207254E-4,0.0025809961268755976,2.9189998299999996E-5,1.0E-7,0.0061425030314391765,4.945957775687203E-4,7.493130115919626E-4,9.974898688166873E-4,1.0E-7,1.0E-7,1.0E-7,0.009822580607084854,1.6609742631383984E-4,0.0023214308162382777,0.0014552811815848495,6.8E-4,1.0E-7,0.0049,0.004589410593546494,0.006003064090560062,8.228320849813621E-4,1.0E-7,0.009816188139032005,0.0020057714992060384,0.001,2.4E-5,2.7136697296502324E-5,2.1E-4,0.0018652862537988958,0.0010004365355047189,9.575687340090093E-4,0.008414805525197857,9.322640559674235E-7,0.00839630499451093,0.0012935977020720616,1.0E-7,0.0019640555291037635,4.84680202696152E-4,5.189311805440426E-4,0.001961749858886344,8.337221973750474E-5,0.0036793630198774917,1.0E-7,9.998627671611764E-4,8.932419456497581E-7,7.024206029234092E-4,5.46569758884716E-7,2.4007919809590928E-4,2.125624380808835E-5,0.006315338208859589,0.0010259075429884963,1.0E-7,0.0019994862182914188,0.005867107981782131,1.14854616803366E-5,0.001,0.001479900626236376,0.0018241206348371295,0.0020005137095490608,3.177867627941373E-5,6.720994714691071E-4,4.064498142854016E-4,0.0011541523010883507,7.087833611974178E-4,3.8E-4,1.0E-7,1.0E-7,0.0035078041260233916,0.004261959882100163,0.0021718935000955074,1.0E-7,9.889577886936223E-4,0.0020110359044293474,0.001,0.002,1.0E-7,1.0E-7,0.001420113192637615,0.0014301461193688934,0.001,
